"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"다솜어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 내서읍 삼풍로 82 101동 110호(삼계리, 삼계현대아파트)",055-231-0848,055-231-0843,,,,Y,,2019-03-28
"도담어린이집",경상남도,창원시 마산회원구,가정,20,3,"경상남도 창원시 마산회원구 내서읍 삼계2길 31 101동 104호(삼계리, 느티나무대동다숲아파트)",055-602-0159,055-602-0159,,,,Y,,2019-03-28
"사과나무어린이집",경상남도,창원시 마산회원구,가정,19,5,경상남도 창원시 마산회원구 광려천북로 58 현대성우아파트 104동101호,055-251-7858,055-255-7858,,,,Y,,2019-03-28
"사랑샘어린이집",경상남도,창원시 마산회원구,가정,18,6,경상남도 창원시 마산회원구 광려로 24-46,055-231-1898,,,,,Y,,2019-03-28
"사랑어린이집",경상남도,창원시 마산회원구,가정,17,5,"경상남도 창원시 마산회원구 삼계2길 31 103동 106호(삼계리, 느티나무대동다숲아파트)",055-602-0160,055-602-0160,,,,Y,,2019-03-28
"산들어린이집",경상남도,창원시 마산회원구,가정,19,5,"경상남도 창원시 마산회원구 내서읍 광려로 29 204동 103호(삼계리, 대동이미지2단지아파트)",055-294-4559,,,,,Y,,2019-03-28
"숲속엄마품어린이집",경상남도,창원시 마산회원구,가정,13,4,"경상남도 창원시 마산회원구 내서읍 숲속로 27 609동 103호(삼계리, 숲속마을주공그린빌6단지아파트)",055-256-1182,055-256-1182,,,,Y,,2019-03-28
"스폰지어린이집",경상남도,창원시 마산회원구,가정,18,4,"경상남도 창원시 마산회원구 내서읍 광려로 28 111동 104호(삼계리, 대동이미지1단지아파트)",055-294-9269,055-292-9262,,,,Y,,2019-03-28
"써니어린이집",경상남도,창원시 마산회원구,가정,14,3,경상남도 창원시 마산회원구 내서읍 중리상곡로 20-1 백로아파트 1105동104호,055-232-4831,,,,,N,,2019-03-28
"아기곰어린이집",경상남도,창원시 마산회원구,가정,14,5,"경상남도 창원시 마산회원구 삼계5길 28 101동 104호(삼계리, 대동아파트)",055-231-5955,055-231-5955,,,,Y,,2019-03-28
"아이뽀어린이집",경상남도,창원시 마산회원구,가정,20,6,경상남도 창원시 마산회원구 내서읍 호원로 359 203동 101호(코오롱하늘채2차아파트),055-292-5855,055-292-5855,,,,Y,,2019-03-28
"아이자람 어린이집",경상남도,창원시 마산회원구,가정,19,5,"경상남도 창원시 마산회원구 내서읍 숲속로 8 405동 104호(, 숲속마을주공그린빌4단지아파트)",055-223-1486,055-293-1486,,,,Y,,2019-03-28
"엄마손어린이집",경상남도,창원시 마산회원구,가정,14,3,"경상남도 창원시 마산회원구 내서읍 광려로 29 201동 104호(삼계리, 대동이미지2단지아파트)",055-232-9097,,,,,Y,,2019-03-28
"오렌지동화나라어린이집",경상남도,창원시 마산회원구,가정,19,6,"경상남도 창원시 마산회원구 내서읍 호원로 361-3 120동 104호(호계리, 코오롱타운아파트)",055-603-1010,055-603-1010,,,,N,,2019-03-28
"은혜어린이집",경상남도,창원시 마산회원구,가정,19,7,"경상남도 창원시 마산회원구 내서읍 광려로 28 103동 101호(삼계리, 대동이미지1단지아파트)",055-291-7381,055-291-7381,,,,Y,,2019-03-28
"이든아이 어린이집",경상남도,창원시 마산회원구,가정,20,4,"경상남도 창원시 마산회원구 내서읍 삼계2길 31 101동 108호(삼계리, 느티나무대동다숲아파트)",055-231-1100,055-231-1100,,,,Y,,2019-03-28
"정다운어린이집",경상남도,창원시 마산회원구,가정,15,2,"경상남도 창원시 마산회원구 내서읍 삼계10길 22 114동103(삼계리, THE-푸른아파트)",055-231-6609,055-231-6609,,,,Y,,2019-03-28
"참좋은어린이집",경상남도,창원시 마산회원구,가정,14,6,경상남도 창원시 마산회원구 내서읍 삼계10길 22 119동 101호(THE-푸른아파트),055-231-5513,055-231-5513,,,,Y,,2019-03-28
"청보리 어린이집",경상남도,창원시 마산회원구,가정,15,4,"경상남도 창원시 마산회원구 삼계5길 30 111동 103호(삼계리, 대동아파트)",055-231-3240,055-231-3240,,,,Y,,2019-03-28
"큰사랑어린이집",경상남도,창원시 마산회원구,가정,19,5,경상남도 창원시 마산회원구 내서읍 삼계5길 30 대동 아파트 102동 101호,055-232-3623,055-232-3639,,,,N,,2019-03-28
"키즈누리 어린이집",경상남도,창원시 마산회원구,가정,20,7,"경상남도 창원시 마산회원구 내서읍 호계본동로 18 218동 101호(호계리, 코오롱하늘채아파트)",055-252-1135,055-252-1135,,,,Y,,2019-03-28
"푸른 어린이집",경상남도,창원시 마산회원구,가정,14,4,경상남도 창원시 마산회원구 내서읍 삼계10길 22 117동102호 (더-푸른아파트),055-232-3541,055-231-3551,,,,Y,,2019-03-28
"하늘별어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 내서읍 광려로 28 103동 104호(삼계리, 대동이미지1단지아파트)",055-294-6302,055-603-0336,,,,Y,,2019-03-28
"하륜안계어린이집",경상남도,창원시 마산회원구,가정,15,4,경상남도 창원시 마산회원구 내서읍 삼계숲길 267,055-231-5246,055-231-4246,,,,Y,,2019-03-28
"해님달님어린이집",경상남도,창원시 마산회원구,가정,19,6,"경상남도 창원시 마산회원구 호원로 361  -3 115동 104호(호계리, 코오롱타운아파트)",055-297-6107,,,,,Y,,2019-03-28
"해담어린이집",경상남도,창원시 마산회원구,가정,20,7,"경상남도 창원시 마산회원구 내서읍 호원로 359 213동 104호(호계리, 코오롱하늘채아파트)",055-294-5682,,,,,Y,,2019-03-28
"해바라기어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 내서읍 숲속로 27 607동 103호(삼계리, 숲속마을주공그린빌6단지아파트)",055-252-6938,055-252-6938,,,,Y,,2019-03-28
"햇님어린이집",경상남도,창원시 마산회원구,가정,18,5,"경상남도 창원시 마산회원구 내서읍 광려로 29 207동 102호(삼계리, 대동이미지2단지아파트)",055-293-9964,055-293-9960,,,,Y,,2019-03-28
"햇빛마당어린이집",경상남도,창원시 마산회원구,가정,20,7,경상남도 창원시 마산회원구 내서읍 호원로 359 204동 104호( 코오롱하늘채아파트),055-293-2888,055-293-2888,,,,Y,,2019-03-28
"아름어린이집",경상남도,창원시 마산회원구,민간,62,1,경상남도 창원시 마산회원구 봉암북13길 43-45,055-296-8501,055-296-3927,,,,Y,,2019-03-28
"창원시립 봉화어린이집",경상남도,창원시 마산회원구,국공립,95,11,경상남도 창원시 마산회원구 석전남8길 33 창원시립 봉화어린이집,055-293-5263,055-293-7500,,,,Y,,2019-03-28
"성은기쁨어린이집",경상남도,창원시 마산회원구,민간,39,7,경상남도 창원시 마산회원구 3.15대로 581-1,055-295-5619,055-295-5618,,,,Y,,2019-03-28
"참빛어린이집",경상남도,창원시 마산회원구,민간,49,10,경상남도 창원시 마산회원구 북성로 267 (석전동),055-295-9503,055-295-8515,,,,Y,,2019-03-28
"창원시립 근주어린이집",경상남도,창원시 마산회원구,국공립,73,11,경상남도 창원시 마산회원구 석전동12길 8,055-292-9980,055-292-9948,,,,Y,,2019-03-28
"창원시립 석전어린이집",경상남도,창원시 마산회원구,국공립,70,10,경상남도 창원시 마산회원구 석전북11길 6-10 경남 창원시 마산회원구 석전북11길 6-10(석전동 164-280),055-256-9643,055-256-9642,,,,Y,,2019-03-28
"한일무지개어린이집",경상남도,창원시 마산회원구,가정,15,2,경상남도 창원시 마산회원구 양덕옛2길 95,055-293-0293,,,,,N,,2019-03-28
"삼정어린이집",경상남도,창원시 마산회원구,민간,24,6,경상남도 창원시 마산회원구 석전동9길 31 102호 금강하이츠빌라(석전동),055-295-2335,055-295-8594,,,,Y,,2019-03-28
"계명어린이집",경상남도,창원시 마산회원구,민간,55,7,경상남도 창원시 마산회원구 팔용로 23 (양덕동),055-298-3488,055-252-3794,,,,Y,,2019-03-28
"고흐와해바라기어린이집",경상남도,창원시 마산회원구,민간,49,9,경상남도 창원시 마산회원구 양덕북5길 48 (양덕동),055-297-3857,055-0251-7581,,,,Y,,2019-03-28
"밝은예은어린이집",경상남도,창원시 마산회원구,민간,30,3,경상남도 창원시 마산회원구 양덕북12길 50-2 (양덕동),055-256-2821,055-293-3845,,,,Y,,2019-03-28
"새나라어린이집",경상남도,창원시 마산회원구,민간,26,5,경상남도 창원시 마산회원구 양덕북3길 28 (양덕동),055-255-0792,055-295-0792,,,,Y,,2019-03-28
"아셀어린이집",경상남도,창원시 마산회원구,민간,46,11,경상남도 창원시 마산회원구 양덕북1길 23,055-251-2250,055-251-2250,,,,Y,,2019-03-28
"조이어린이집",경상남도,창원시 마산회원구,민간,120,19,경상남도 창원시 마산회원구 양덕동12길 27 (양덕동),055-294-0881,055-294-0881,,,,Y,,2019-03-28
"경남숲 어린이집",경상남도,창원시 마산회원구,가정,19,3,"경상남도 창원시 마산회원구 양덕동16길 22 2동 103호(양덕동, 경남양덕아파트)",055-253-7356,055-253-7356,,,,Y,,2019-03-28
"꼬마피카소어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 양덕북17길 73 101동 101호(양덕동, 신성미소지움A 101-1)",055-298-8074,055-298-8074,,,,Y,,2019-03-28
"나윤어린이집",경상남도,창원시 마산회원구,가정,16,5,경상남도 창원시 마산회원구 양덕북3길 73 경상남도 창원시 마산회원구 양덕북3길 73 서광빌라맨션 107호,055-256-6549,,,,,Y,,2019-03-28
"샤론어린이집",경상남도,창원시 마산회원구,가정,19,4,경상남도 창원시 마산회원구 양덕북5길 125 (양덕동),055-252-4446,,,,,Y,,2019-03-28
"세화별어린이집",경상남도,창원시 마산회원구,가정,18,5,경상남도 창원시 마산회원구 팔용로 28-1,055-256-9136,,,,,N,,2019-03-28
"세화어린이집",경상남도,창원시 마산회원구,가정,20,4,경상남도 창원시 마산회원구 양덕동12길 51-2,055-256-9135,055-256-9134,,,,N,,2019-03-28
"사회복지법인금강어린이집",경상남도,창원시 마산회원구,사회복지법인,163,18,경상남도 창원시 마산회원구 양덕남1길 22 한일2차타운내 사회복지법인 금강어린이집,055-296-4798,055-296-2713,,,,Y,,2019-03-28
"굿맘아이어린이집",경상남도,창원시 마산회원구,민간,35,8,경상남도 창원시 마산회원구 양덕옛2길 16 경상남도 창원시 마산회원구 양덕동 888-1,055-295-6040,050-5580-6040,,,,Y,,2019-03-28
"대림어린이집",경상남도,창원시 마산회원구,민간,27,4,경상남도 창원시 마산회원구 양덕동2길 76 대림하이빌아파트 내 (양덕동),055-291-6951,,,,,Y,,2019-03-28
"메트로사과나무어린이집",경상남도,창원시 마산회원구,민간,44,10,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),055-299-1025,055-299-1025,,,,Y,,2019-03-28
"메트로아이꽃뜰어린이집",경상남도,창원시 마산회원구,민간,66,16,경상남도 창원시 마산회원구 삼호로 80 메트로시티2차아파트내,055-292-9877,055-292-9877,,,,N,,2019-03-28
"새봄어린이집",경상남도,창원시 마산회원구,민간,28,6,경상남도 창원시 마산회원구 삼호로 151 한일3차아파트 내 (양덕동),055-294-0046,,,,,Y,,2019-03-28
"하늘채우솔어린이집",경상남도,창원시 마산회원구,민간,43,10,경상남도 창원시 마산회원구 양덕서5길 15,055-292-9936,055-291-9936,,,,N,,2019-03-28
"한일어린이집",경상남도,창원시 마산회원구,민간,26,7,경상남도 창원시 마산회원구 양덕서로 45 한일타운4차 관리동 1층,055-253-0792,055-253-0792,,,,Y,,2019-03-28
"꼬마오줌싸개어린이집",경상남도,창원시 마산회원구,가정,16,5,"경상남도 창원시 마산회원구 양덕로 151 204동 107호(양덕동, 한일타운)",055-293-9074,,,,,Y,,2019-03-28
"동화어린이집",경상남도,창원시 마산회원구,가정,20,0,"경상남도 창원시 마산회원구 삼호로 151 305동 101호(양덕동, 한일)",055-292-1101,055-292-1101,,,,N,,2019-03-28
"라임어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 양덕로 151 208동 102호(양덕동, 한일타운)",070-7803-6980,055-604-6980,,,,Y,,2019-03-28
"반디어린이집",경상남도,창원시 마산회원구,가정,20,5,"경상남도 창원시 마산회원구 양덕옛2길 16 109동 105호(양덕동, 양덕우성아파트)",055-297-6991,055-297-6991,,,,Y,,2019-03-28
"베베어린이집",경상남도,창원시 마산회원구,가정,20,4,"경상남도 창원시 마산회원구 양덕옛2길 16 108동 105호(양덕동, 양덕우성아파트)",055-292-6040,050-5580-6040,,,,N,,2019-03-28
"별하어린이집",경상남도,창원시 마산회원구,가정,20,7,경상남도 창원시 마산회원구 양덕옛2길 58 104동101호,055-252-0321,055-252-0321,,,,Y,,2019-03-28
"보배어린이집",경상남도,창원시 마산회원구,가정,19,4,경상남도 창원시 마산회원구 양덕로 151 208동103호(한일타운),055-602-2399,055-602-2411,,,,Y,,2019-03-28
"엄지어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 삼호로 151 303동 102호(양덕동, 한일)",055-293-5032,055-250-4271,,,,Y,,2019-03-28
"예꼬어린이집",경상남도,창원시 마산회원구,가정,20,4,"경상남도 창원시 마산회원구 양덕로 151 201동 103호(양덕동, 한일타운)",055-251-5774,055-251-5774,,,,Y,,2019-03-28
"온새미로어린이집",경상남도,창원시 마산회원구,가정,20,3,"경상남도 창원시 마산회원구 삼호로 151 309동102호(양덕동, 한일타운3차아파트)",055-295-0325,055-602-0326,,,,Y,,2019-03-28
"작은별어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 양덕서8길 25 105동 101호(양덕동, 한일타운1차)",055-601-4967,,,,,Y,,2019-03-28
"한일아이맘어린이집",경상남도,창원시 마산회원구,가정,20,4,"경상남도 창원시 마산회원구 삼호로 151 305동103호(양덕동, 한일타운3차아파트)",055-252-5700,055-252-5700,,,,Y,,2019-03-28
"해무리 어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 양덕로 151 201동 101호(양덕동, 한일타운)",055-253-5549,,,,,Y,,2019-03-28
"해솔어린이집",경상남도,창원시 마산회원구,가정,20,6,"경상남도 창원시 마산회원구 양덕로 151 208동 106호(양덕동, 한일타운)",055-607-1020,,,,,Y,,2019-03-28
"행복가득하늘채어린이집",경상남도,창원시 마산회원구,가정,20,6,경상남도 창원시 마산회원구 양덕서5길 15 102동 102호(양덕동 코오롱하늘채),055-295-1102,,,,,N,,2019-03-28
BNK창원어린이집,경상남도,창원시 마산회원구,직장,49,13,경상남도 창원시 마산회원구 양덕로 135 (양덕동),055-296-7166,055-296-8038,,,,N,,2019-03-28
